"GEO_ID","NAME","S1903_C01_001E","S1903_C01_001M","S1903_C02_001E","S1903_C02_001M","S1903_C01_002E","S1903_C01_002M","S1903_C02_002E","S1903_C02_002M","S1903_C01_003E","S1903_C01_003M","S1903_C02_003E","S1903_C02_003M","S1903_C01_004E","S1903_C01_004M","S1903_C02_004E","S1903_C02_004M","S1903_C01_005E","S1903_C01_005M","S1903_C02_005E","S1903_C02_005M","S1903_C01_006E","S1903_C01_006M","S1903_C02_006E","S1903_C02_006M","S1903_C01_007E","S1903_C01_007M","S1903_C02_007E","S1903_C02_007M","S1903_C01_008E","S1903_C01_008M","S1903_C02_008E","S1903_C02_008M","S1903_C01_009E","S1903_C01_009M","S1903_C02_009E","S1903_C02_009M","S1903_C01_010E","S1903_C01_010M","S1903_C02_010E","S1903_C02_010M","S1903_C01_011E","S1903_C01_011M","S1903_C02_011E","S1903_C02_011M","S1903_C01_012E","S1903_C01_012M","S1903_C02_012E","S1903_C02_012M","S1903_C01_013E","S1903_C01_013M","S1903_C02_013E","S1903_C02_013M","S1903_C01_014E","S1903_C01_014M","S1903_C02_014E","S1903_C02_014M","S1903_C01_015E","S1903_C01_015M","S1903_C02_015E","S1903_C02_015M","S1903_C01_016E","S1903_C01_016M","S1903_C02_016E","S1903_C02_016M","S1903_C01_017E","S1903_C01_017M","S1903_C02_017E","S1903_C02_017M","S1903_C01_018E","S1903_C01_018M","S1903_C02_018E","S1903_C02_018M","S1903_C01_019E","S1903_C01_019M","S1903_C02_019E","S1903_C02_019M","S1903_C01_020E","S1903_C01_020M","S1903_C02_020E","S1903_C02_020M","S1903_C01_021E","S1903_C01_021M","S1903_C02_021E","S1903_C02_021M","S1903_C01_022E","S1903_C01_022M","S1903_C02_022E","S1903_C02_022M","S1903_C01_023E","S1903_C01_023M","S1903_C02_023E","S1903_C02_023M","S1903_C01_024E","S1903_C01_024M","S1903_C02_024E","S1903_C02_024M","S1903_C01_025E","S1903_C01_025M","S1903_C02_025E","S1903_C02_025M","S1903_C01_026E","S1903_C01_026M","S1903_C02_026E","S1903_C02_026M","S1903_C01_027E","S1903_C01_027M","S1903_C02_027E","S1903_C02_027M","S1903_C01_028E","S1903_C01_028M","S1903_C02_028E","S1903_C02_028M","S1903_C01_029E","S1903_C01_029M","S1903_C02_029E","S1903_C02_029M","S1903_C01_030E","S1903_C01_030M","S1903_C02_030E","S1903_C02_030M",
"8600000US11355","ZCTA5 11355","27354","562","39168","2903","17.2","1.3","44178","3970","4.3","0.8","34082","10119","0.6","0.4","(X)","(X)","69.0","1.9","37557","3096","0.0","0.1","-","**","7.0","1.5","37000","7147","1.9","0.5","44632","15320","13.3","1.6","42349","2383","11.5","1.1","41609","6093","1.8","0.5","11574","5736","30.3","1.9","45186","4524","44.2","2.1","45115","3841","23.7","1.5","23700","1859","19481","621","40637","1894","37.4","2.3","36942","2384","62.6","2.3","43095","2310","74.6","2.3","40134","2473","18.0","2.0","41731","5195","7.5","1.4","43875","10336","7873","492","28795","5980","60.2","3.9","(X)","(X)","50.9","3.9","(X)","(X)","9.2","2.6","(X)","(X)","39.8","3.9","(X)","(X)","26.7","3.3","(X)","(X)","13.1","2.8","(X)","(X)","46.0","(X)","(X)","(X)","48.8","(X)","(X)","(X)","37.3","(X)","(X)","(X)",
"8600000US11356","ZCTA5 11356","7712","247","57194","4701","43.1","3.3","63779","10654","1.5","0.8","(X)","(X)","1.0","1.2","-","**","28.7","3.5","61250","12941","0.0","0.4","-","**","24.1","3.8","49779","6412","1.6","1.0","78523","23406","33.2","3.8","53528","4598","34.0","3.1","65450","10050","1.6","1.1","35417","25762","37.2","3.7","54670","10645","44.5","3.9","67460","10029","16.7","2.3","45577","14128","5939","333","62870","7791","49.0","4.5","49837","7904","51.0","4.5","75578","6841","68.0","4.1","68472","8687","23.0","3.9","48676","9687","9.0","2.6","79861","38957","1773","239","41980","4471","52.9","7.5","(X)","(X)","42.9","7.4","(X)","(X)","10.0","5.3","(X)","(X)","47.1","7.5","(X)","(X)","34.6","7.8","(X)","(X)","12.5","5.8","(X)","(X)","43.3","(X)","(X)","(X)","45.5","(X)","(X)","(X)","33.5","(X)","(X)","(X)",
"8600000US11357","ZCTA5 11357","14846","355","73750","5498","79.7","2.1","72349","5947","0.3","0.2","127083","91391","0.5","0.6","-","**","15.8","2.0","72651","14455","0.0","0.2","-","**","2.1","0.9","67400","28745","1.6","0.9","97429","14900","10.1","1.9","90554","14918","72.2","2.5","70802","3544","0.2","0.2","(X)","(X)","25.2","2.6","(X)","(X)","40.3","2.7","(X)","(X)","34.3","2.1","(X)","(X)","10703","506","84329","5258","36.9","3.1","96938","8939","63.1","3.1","75116","6777","78.5","2.4","89090","8581","14.4","2.0","64063","16429","7.1","1.8","73603","20688","4143","377","45414","7206","64.5","4.6","36016","7543","63.0","4.6","35561","8085","1.5","1.1","111382","46496","35.5","4.6","60975","7095","29.7","4.3","54769","9246","5.7","2.3","90100","17504","33.8","(X)","(X)","(X)","36.9","(X)","(X)","(X)","25.6","(X)","(X)","(X)",
"8600000US11358","ZCTA5 11358","13114","347","65258","4130","52.1","2.4","71280","4053","1.3","0.5","76012","22671","0.2","0.2","50313","34224","39.4","2.4","60229","4994","0.1","0.2","-","**","4.6","1.1","53625","14990","2.2","0.8","72417","5595","12.7","1.6","68511","11164","45.3","2.2","70978","4032","1.1","0.5","46406","43008","31.0","2.3","69913","4007","41.0","2.1","74708","7505","26.9","2.0","48799","6403","9697","324","72525","4384","36.0","2.8","67769","8270","64.0","2.8","75319","4124","77.5","2.5","80086","5482","16.6","2.3","50833","12762","5.9","1.2","66250","22069","3417","320","44750","7301","56.0","5.1","(X)","(X)","49.4","5.0","(X)","(X)","6.6","2.5","(X)","(X)","44.0","5.1","(X)","(X)","31.9","5.4","(X)","(X)","12.2","3.8","(X)","(X)","45.3","(X)","(X)","(X)","46.2","(X)","(X)","(X)","40.7","(X)","(X)","(X)",
"8600000US11359","ZCTA5 11359","0","11","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","0","11","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","0","11","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","(X)","(X)","(X)","-","(X)","(X)","(X)","-","(X)","(X)","(X)",
"8600000US11360","ZCTA5 11360","8567","271","80235","7266","75.6","3.3","81347","7864","0.6","0.6","(X)","(X)","0.2","0.3","-","**","19.0","3.2","72576","11130","0.0","0.3","-","**","2.8","1.2","107775","59691","1.8","0.8","(X)","(X)","6.9","1.9","101750","26618","71.4","3.4","80181","7732","0.9","1.0","(X)","(X)","25.0","3.2","(X)","(X)","36.1","3.5","(X)","(X)","38.0","3.6","(X)","(X)","5421","364","96299","8112","31.3","4.8","108240","17378","68.7","4.8","90568","8388","78.1","4.7","(X)","(X)","14.9","4.2","(X)","(X)","6.9","2.7","(X)","(X)","3146","313","47500","8058","63.1","6.2","(X)","(X)","59.7","6.5","(X)","(X)","3.3","3.2","(X)","(X)","36.9","6.2","(X)","(X)","33.9","6.3","(X)","(X)","3.1","1.7","(X)","(X)","29.5","(X)","(X)","(X)","28.2","(X)","(X)","(X)","31.6","(X)","(X)","(X)",
"8600000US11361","ZCTA5 11361","10606","208","79158","5353","58.3","2.2","85079","6416","3.0","0.9","95046","25010","0.3","0.5","-","**","31.9","2.3","70613","10440","0.1","0.1","-","**","5.0","1.3","65742","28067","1.5","0.6","59167","34853","12.5","1.9","85087","31846","51.5","2.4","83986","7284","0.4","0.3","(X)","(X)","36.3","2.5","(X)","(X)","40.5","2.6","(X)","(X)","22.9","2.0","(X)","(X)","7535","305","87278","7493","39.6","3.0","85024","13713","60.4","3.0","89728","7027","78.7","2.9","97271","5541","15.2","2.5","60717","10493","6.1","1.6","51920","37694","3071","275","54696","8595","48.8","4.5","(X)","(X)","43.7","4.2","(X)","(X)","5.1","2.3","(X)","(X)","51.2","4.5","(X)","(X)","42.7","5.1","(X)","(X)","8.6","3.2","(X)","(X)","30.7","(X)","(X)","(X)","32.8","(X)","(X)","(X)","24.6","(X)","(X)","(X)",
"8600000US11362","ZCTA5 11362","7068","192","86758","5605","62.6","3.7","81957","8039","1.0","1.2","-","**","0.0","0.4","-","**","33.8","3.7","93322","9377","0.2","0.3","-","**","1.3","1.1","24511","7918","1.1","0.9","115845","32288","5.4","2.0","70341","34480","59.1","3.8","81793","8379","0.0","0.4","-","**","28.7","4.0","98235","7213","40.9","4.2","97750","10856","30.4","3.3","51964","7680","4734","256","99684","6539","35.9","5.3","94867","21222","64.1","5.3","99816","5183","79.8","4.5","(X)","(X)","14.3","4.0","(X)","(X)","5.9","2.8","(X)","(X)","2334","258","49713","7925","57.1","7.3","(X)","(X)","52.7","7.4","(X)","(X)","4.4","2.8","(X)","(X)","42.9","7.3","(X)","(X)","31.3","7.2","(X)","(X)","11.6","5.6","(X)","(X)","27.4","(X)","(X)","(X)","29.2","(X)","(X)","(X)","22.7","(X)","(X)","(X)",
"8600000US11363","ZCTA5 11363","2649","128","89219","9590","67.9","5.5","90068","11560","1.0","0.9","88438","80716","0.0","1.1","-","**","24.4","5.0","85966","26007","0.0","1.1","-","**","5.3","3.1","97396","23224","1.4","1.7","-","**","13.0","4.6","68000","63978","62.0","5.5","91791","9944","0.0","1.1","-","**","23.7","4.3","85817","24754","50.8","6.0","101080","7617","25.4","4.5","56250","8398","2026","154","96937","8135","40.0","6.5","96729","13551","60.0","6.5","97344","10845","85.1","5.3","104344","10126","9.4","3.6","72155","26511","5.5","3.6","70927","46287","623","115","62344","14730","60.8","10.0","(X)","(X)","55.4","9.6","(X)","(X)","5.5","3.9","(X)","(X)","39.2","10.0","(X)","(X)","36.3","9.8","(X)","(X)","2.9","3.2","(X)","(X)","30.9","(X)","(X)","(X)","33.4","(X)","(X)","(X)","22.6","(X)","(X)","(X)",
"8600000US11364","ZCTA5 11364","13205","260","72477","4878","53.5","2.6","69237","6972","2.9","1.3","62023","32787","0.0","0.2","-","**","40.6","2.5","75388","13218","0.0","0.2","-","**","1.8","1.0","(X)","(X)","1.2","0.7","116398","1424","7.3","1.7","61186","6858","49.0","2.5","69908","7567","0.3","0.2","52500","48305","27.8","2.5","86946","7160","46.6","2.7","79826","10150","25.3","2.0","45064","10711","9029","431","85600","5689","42.6","3.3","90821","12840","57.4","3.3","83000","7465","80.4","2.8","93640","7796","15.5","2.6","57794","16439","4.1","1.4","83125","20934","4176","331","52289","7673","57.1","5.8","52962","13951","53.4","5.7","49000","16006","3.7","1.6","100804","22327","42.9","5.8","51808","9786","37.4","5.4","47755","13388","5.5","3.5","89730","14228","36.2","(X)","(X)","(X)","37.9","(X)","(X)","(X)","31.5","(X)","(X)","(X)",
"8600000US11365","ZCTA5 11365","15764","384","59520","5334","45.5","3.2","60181","8007","7.9","1.6","34428","22988","0.0","0.2","-","**","36.2","2.9","69010","7397","0.1","0.2","-","**","8.4","2.4","55438","15825","1.8","0.8","78542","45909","16.5","3.2","51114","12224","37.5","3.3","61904","5630","1.2","0.7","68333","51489","29.2","3.6","66307","5296","45.3","3.4","70653","13317","24.3","2.5","34050","4657","11286","540","71306","6685","42.0","4.7","66716","6204","58.0","4.7","73548","4846","74.1","3.3","(X)","(X)","18.4","3.3","(X)","(X)","7.5","1.6","(X)","(X)","4478","546","32959","4947","56.7","6.0","(X)","(X)","52.6","6.1","(X)","(X)","4.2","2.5","(X)","(X)","43.3","6.0","(X)","(X)","36.6","6.1","(X)","(X)","6.7","4.2","(X)","(X)","46.1","(X)","(X)","(X)","46.8","(X)","(X)","(X)","43.2","(X)","(X)","(X)",
"8600000US11366","ZCTA5 11366","4191","229","72486","6760","52.4","4.5","75865","6205","5.4","2.0","52946","31077","0.0","0.7","-","**","39.0","4.0","72232","15172","0.0","0.7","-","**","1.7","1.2","77778","39025","1.5","1.2","(X)","(X)","7.6","2.4","91364","46765","47.0","4.3","73242","8990","2.7","1.5","(X)","(X)","25.8","3.7","(X)","(X)","46.5","4.3","(X)","(X)","25.1","3.5","(X)","(X)","3232","255","79878","10598","40.6","5.6","74911","20385","59.4","5.6","83487","12638","82.9","4.3","(X)","(X)","11.4","3.3","(X)","(X)","5.8","2.2","(X)","(X)","959","142","31758","9911","58.1","9.2","(X)","(X)","42.4","8.4","(X)","(X)","15.6","6.6","(X)","(X)","41.9","9.2","(X)","(X)","33.4","8.7","(X)","(X)","8.6","6.7","(X)","(X)","43.6","(X)","(X)","(X)","44.2","(X)","(X)","(X)","36.5","(X)","(X)","(X)",
"8600000US11367","ZCTA5 11367","14644","335","56557","4099","57.1","2.8","62609","5441","12.2","2.1","51250","22902","0.5","0.4","136442","72878","22.1","2.3","50509","6741","0.0","0.2","-","**","4.6","1.5","43674","13490","3.4","1.2","55435","23137","14.9","2.4","54681","8193","48.1","2.5","63942","5571","1.6","0.8","31288","24774","36.2","2.5","62479","8305","38.6","2.9","62529","9069","23.5","2.3","38520","9777","10399","452","66023","4553","44.1","3.3","58133","10470","55.9","3.3","70880","5867","74.6","3.6","74816","7382","19.4","3.3","47036","9610","6.0","1.8","49605","9499","4245","467","34141","9166","59.6","7.0","(X)","(X)","55.7","6.7","(X)","(X)","3.9","1.9","(X)","(X)","40.4","7.0","(X)","(X)","34.7","7.0","(X)","(X)","5.7","2.9","(X)","(X)","50.3","(X)","(X)","(X)","53.0","(X)","(X)","(X)","42.8","(X)","(X)","(X)",
"8600000US11368","ZCTA5 11368","29095","488","45004","1629","38.9","2.2","46926","2825","18.6","1.8","41714","5745","1.1","0.5","65125","52331","11.2","1.1","41025","3629","0.0","0.1","-","**","27.8","1.9","44521","2826","2.4","0.6","36375","10005","65.9","1.8","45378","1827","6.5","1.2","45397","5845","2.5","0.6","53929","7015","45.6","1.8","44510","3031","35.2","1.8","50740","5702","16.7","1.6","29438","6769","22232","685","43746","1862","52.6","2.8","36444","2365","47.4","2.8","52730","4986","51.4","2.9","51753","1984","30.7","2.4","31578","3158","18.0","2.2","42977","2889","6863","549","30105","3827","44.2","3.9","20301","4444","34.5","4.0","15068","3056","9.7","2.9","50774","33066","55.8","3.9","38961","4881","34.4","3.6","28344","2623","21.4","3.6","52193","4137","54.3","(X)","(X)","(X)","51.8","(X)","(X)","(X)","46.2","(X)","(X)","(X)",
"8600000US11369","ZCTA5 11369","11482","273","52310","4675","27.1","2.7","47527","6099","20.9","2.3","60021","4277","0.2","0.2","-","**","12.2","1.6","68333","5627","0.0","0.3","-","**","36.0","3.0","46867","3316","3.7","1.1","82875","24674","56.9","2.7","47549","3540","9.5","1.6","45833","8120","2.6","1.1","35455","8334","34.1","2.3","46573","4924","44.4","2.6","63091","6547","18.9","1.7","44130","9717","8121","387","57913","3245","45.1","2.9","45706","4262","54.9","2.9","65053","6512","60.5","2.8","62847","5970","27.9","2.8","41236","4339","11.6","2.3","60972","20307","3361","280","36357","4150","46.5","5.3","(X)","(X)","39.7","5.4","(X)","(X)","6.8","2.6","(X)","(X)","53.5","5.3","(X)","(X)","40.7","5.4","(X)","(X)","12.8","3.7","(X)","(X)","55.2","(X)","(X)","(X)","56.6","(X)","(X)","(X)","47.9","(X)","(X)","(X)",
"8600000US11370","ZCTA5 11370","8809","291","53427","4549","54.9","3.2","58214","10670","1.3","1.0","(X)","(X)","0.8","0.7","29362","16715","20.8","2.3","45781","12453","0.0","0.3","-","**","19.5","3.2","50500","9059","2.6","1.3","55417","51095","38.1","3.2","53222","6993","38.4","3.4","60571","12700","1.1","0.8","(X)","(X)","34.9","3.8","(X)","(X)","42.8","3.5","(X)","(X)","21.2","3.0","(X)","(X)","6459","361","57221","9565","44.4","4.5","48542","7546","55.6","4.5","66479","10486","73.8","4.4","(X)","(X)","18.1","3.5","(X)","(X)","8.1","2.6","(X)","(X)","2350","315","37393","5944","61.6","7.1","37247","7935","50.8","7.1","34000","14427","10.8","5.3","86050","31036","38.4","7.1","37794","12778","30.6","7.0","30407","13841","7.7","3.3","90909","29518","47.9","(X)","(X)","(X)","48.0","(X)","(X)","(X)","45.5","(X)","(X)","(X)",
"8600000US11371","ZCTA5 11371","0","11","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","0","11","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","0","11","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","(X)","(X)","(X)","-","(X)","(X)","(X)","-","(X)","(X)","(X)",
"8600000US11372","ZCTA5 11372","24793","447","50485","3478","64.3","2.6","53679","3959","3.0","0.9","51328","13658","0.3","0.2","(X)","(X)","17.5","1.8","49399","7466","0.1","0.2","-","**","12.6","1.9","36970","7481","2.2","0.7","(X)","(X)","53.1","2.5","46940","4571","26.0","2.3","61692","4497","1.5","0.7","28482","13003","36.4","2.3","55881","2779","40.1","2.6","57203","4778","22.0","1.6","31631","2967","14030","652","51979","5847","43.4","3.0","44532","6550","56.6","3.0","57407","4170","59.0","3.4","62056","3247","26.5","2.8","35725","8571","14.4","2.8","46168","9417","10763","630","42794","5990","45.8","4.0","27649","6071","37.4","4.0","22434","3108","8.5","2.0","71500","24559","54.2","4.0","52416","4188","39.3","3.9","49012","5900","14.8","3.4","60296","9679","40.4","(X)","(X)","(X)","42.0","(X)","(X)","(X)","35.7","(X)","(X)","(X)",
"8600000US11373","ZCTA5 11373","31351","538","47588","1889","35.7","1.9","46749","2720","2.8","0.6","59042","28508","0.6","0.3","48448","13574","47.4","1.7","50045","2192","0.1","0.1","-","**","11.1","1.3","35050","9384","2.3","0.7","43194","36720","38.0","1.8","44015","3605","9.9","1.1","49342","6802","2.4","0.6","25286","7737","40.7","1.9","52132","2301","37.6","2.1","51276","2022","19.3","1.4","29810","4647","21922","682","50210","1737","42.8","2.2","42462","2968","57.2","2.2","57064","3051","64.5","2.4","51525","2786","21.4","2.2","40568","4659","14.0","1.8","55922","5724","9429","560","33431","3532","45.1","3.6","(X)","(X)","34.9","3.2","(X)","(X)","10.3","2.2","(X)","(X)","54.9","3.6","(X)","(X)","37.4","3.9","(X)","(X)","17.4","2.7","(X)","(X)","47.1","(X)","(X)","(X)","47.6","(X)","(X)","(X)","41.5","(X)","(X)","(X)",
"8600000US11374","ZCTA5 11374","19483","470","52132","4161","63.7","2.2","47671","6228","3.2","1.2","52411","17250","0.3","0.3","(X)","(X)","25.2","2.0","64913","10503","0.0","0.2","-","**","5.1","1.4","46378","28739","2.5","0.8","68438","30515","16.9","2.1","54800","10701","52.7","2.3","45712","5410","1.6","0.5","24803","17388","35.3","2.6","62397","8944","36.6","2.3","70308","8486","26.5","2.2","24896","3834","10426","537","73939","6878","34.1","3.3","72109","16701","65.9","3.3","74334","7047","71.2","3.6","82351","9386","18.6","2.6","41105","7658","10.1","2.7","75996","18551","9057","579","40039","5501","58.9","4.8","(X)","(X)","54.8","4.8","(X)","(X)","4.1","1.4","(X)","(X)","41.1","4.8","(X)","(X)","33.7","4.8","(X)","(X)","7.5","2.6","(X)","(X)","40.3","(X)","(X)","(X)","39.5","(X)","(X)","(X)","41.1","(X)","(X)","(X)",
"8600000US11375","ZCTA5 11375","32272","445","72414","3322","68.3","1.6","71550","4019","2.8","0.6","71987","21206","0.2","0.1","(X)","(X)","22.7","1.5","80525","11383","0.1","0.2","-","**","3.7","0.9","59966","11001","2.2","0.7","71875","46337","13.1","1.4","73404","5971","59.5","1.8","70512","4109","0.9","0.3","(X)","(X)","36.8","1.6","(X)","(X)","35.7","1.7","(X)","(X)","26.5","1.6","(X)","(X)","17113","679","98549","5264","41.4","2.1","110651","3778","58.6","2.1","89583","6150","81.5","2.1","108362","5000","12.7","1.6","57589","14444","5.7","1.5","77917","18283","15159","701","52423","2790","59.5","2.9","(X)","(X)","56.1","2.9","(X)","(X)","3.4","0.9","(X)","(X)","40.5","2.9","(X)","(X)","34.1","2.9","(X)","(X)","6.4","1.4","(X)","(X)","34.1","(X)","(X)","(X)","38.0","(X)","(X)","(X)","29.3","(X)","(X)","(X)",
"8600000US11377","ZCTA5 11377","31455","523","50436","1331","53.0","1.6","52212","2668","3.5","0.6","36829","6904","0.5","0.3","49786","16936","32.6","1.3","49535","4345","0.0","0.1","-","**","8.2","1.0","42912","6945","2.3","0.6","59125","26760","35.0","1.6","45425","4578","27.9","1.2","59167","4433","2.0","0.6","34773","12197","41.5","2.0","55318","3051","38.0","2.0","52454","2415","18.6","1.4","32441","3440","20259","650","52284","2346","42.8","2.4","47945","3725","57.2","2.4","56468","4642","66.7","2.1","58829","3954","20.8","1.9","40126","4250","12.5","1.6","49113","8990","11196","555","38122","3381","49.7","3.8","32202","4656","40.0","3.7","28200","4332","9.7","1.9","59344","8071","50.3","3.8","43684","6903","35.4","3.4","36114","1669","15.0","2.8","82962","10767","45.1","(X)","(X)","(X)","48.1","(X)","(X)","(X)","36.6","(X)","(X)","(X)",
"8600000US11378","ZCTA5 11378","12411","274","57127","3509","78.9","2.0","60538","2233","1.9","0.7","54741","22051","0.1","0.2","-","**","8.7","1.1","53603","12229","0.0","0.2","-","**","9.2","1.8","41117","8196","1.2","0.7","(X)","(X)","25.4","2.0","47394","7800","63.6","1.9","61698","3111","2.8","0.8","2,500-","***","38.0","2.6","58442","6346","38.2","2.1","71606","4209","21.0","1.8","36423","2815","7328","381","70833","2723","44.3","3.6","68177","7799","55.7","3.6","72345","4509","69.8","3.1","81790","4544","20.6","2.7","51974","10352","9.6","1.9","46716","6375","5083","325","29733","4619","52.1","4.1","(X)","(X)","48.2","3.8","(X)","(X)","3.9","1.8","(X)","(X)","47.9","4.1","(X)","(X)","43.0","4.3","(X)","(X)","4.8","1.5","(X)","(X)","53.2","(X)","(X)","(X)","50.1","(X)","(X)","(X)","55.5","(X)","(X)","(X)",
"8600000US11379","ZCTA5 11379","13528","299","71551","1992","87.7","1.5","72037","3047","1.0","0.5","(X)","(X)","0.0","0.2","-","**","6.3","1.0","81389","17780","0.0","0.2","-","**","4.0","1.1","49250","20592","0.9","0.4","38173","16925","16.8","1.8","64679","8325","75.8","1.9","72428","4594","1.3","0.7","36106","24239","30.3","2.2","76178","5570","41.7","2.5","87656","8171","26.6","1.8","42279","4831","8927","349","86117","3300","37.6","2.7","87004","9827","62.4","2.7","85688","3890","74.9","2.7","96581","5921","16.3","2.2","67422","11647","8.7","1.7","63472","13734","4601","331","42461","4830","54.3","3.8","32188","5610","50.7","3.8","29453","6450","3.7","1.5","103000","41268","45.7","3.8","48760","4200","38.1","4.0","43795","7338","7.6","2.4","78606","10101","51.5","(X)","(X)","(X)","52.3","(X)","(X)","(X)","47.1","(X)","(X)","(X)",
"8600000US11385","ZCTA5 11385","34937","455","55331","2778","84.4","1.2","55850","2889","2.3","0.4","68393","11019","0.4","0.2","41964","13654","5.7","0.7","60089","23836","0.0","0.1","-","**","5.6","0.7","43279","7233","1.6","0.4","49145","22574","37.4","1.4","51490","3000","54.3","1.4","59604","4193","4.0","0.6","47770","7820","40.4","1.6","64459","6048","38.2","1.7","61274","3811","17.4","1.1","30473","3395","24146","647","61769","2259","46.4","1.5","56358","4102","53.6","1.5","66699","2933","64.7","1.8","73397","2922","26.5","1.8","38028","4213","8.8","1.1","60536","10109","10791","561","35300","3917","51.5","2.9","24658","2287","40.2","2.8","18959","2569","11.3","2.0","75813","6461","48.5","2.9","46071","5924","35.0","2.7","36986","5543","13.5","2.0","90938","19691","67.6","(X)","(X)","(X)","68.2","(X)","(X)","(X)","64.7","(X)","(X)","(X)",
"8600000US11411","ZCTA5 11411","6022","183","81149","6037","3.2","0.9","53750","24467","92.9","1.6","82077","6033","0.6","0.7","-","**","0.5","0.3","(X)","(X)","0.0","0.5","-","**","1.1","0.7","145417","86902","1.8","0.8","90156","23072","4.3","1.2","78036","37368","1.9","0.6","61528","32651","0.2","0.3","-","**","16.5","1.9","80804","18434","45.5","2.9","101103","10420","37.8","2.9","59107","8113","4614","210","92377","5358","28.9","2.8","103281","8915","71.1","2.8","88145","5709","58.1","3.5","107213","8252","35.4","3.4","71743","10152","6.5","1.6","73542","18550","1408","160","40882","6635","63.8","6.4","(X)","(X)","55.5","7.2","(X)","(X)","8.4","3.5","(X)","(X)","36.2","6.4","(X)","(X)","32.2","6.3","(X)","(X)","4.0","2.9","(X)","(X)","48.0","(X)","(X)","(X)","50.7","(X)","(X)","(X)","34.6","(X)","(X)","(X)",
"8600000US11412","ZCTA5 11412","10871","263","72458","3022","2.0","0.7","78047","48640","90.2","1.5","72747","2843","0.1","0.2","-","**","1.9","0.6","59038","49186","0.0","0.3","-","**","2.7","1.0","(X)","(X)","3.1","0.8","65556","17682","5.1","1.2","67130","37753","0.9","0.5","77292","59015","1.2","0.6","35781","6794","24.0","2.2","76863","7249","48.7","2.4","77694","4887","26.1","2.2","51250","4887","8677","293","78200","3220","38.1","2.9","77381","7521","61.9","2.9","78584","3436","48.3","2.8","95615","5817","41.7","2.8","62543","6314","10.1","1.6","66859","15435","2194","230","34519","3869","61.6","5.3","30901","4427","56.6","5.7","29167","4780","5.0","2.0","69750","31111","38.4","5.3","39803","20187","27.8","4.5","34609","7027","10.6","3.5","75938","8549","48.5","(X)","(X)","(X)","50.8","(X)","(X)","(X)","32.1","(X)","(X)","(X)",
"8600000US11413","ZCTA5 11413","12339","302","81287","3054","2.5","0.8","94122","4223","91.2","1.8","81665","3297","0.2","0.2","-","**","1.5","0.6","85909","5044","0.3","0.4","-","**","2.5","1.1","50292","16679","1.8","0.7","75000","24639","4.3","1.0","74597","26299","1.7","0.6","94643","12076","0.6","0.5","36080","26206","25.5","2.2","80680","10436","46.6","2.1","91230","4895","27.3","2.0","64792","5888","9805","357","86444","4193","39.7","2.7","81480","6309","60.3","2.7","90069","5874","51.9","2.9","104523","6815","39.2","2.5","67823","10189","8.9","1.8","78276","16856","2534","309","44205","4382","64.5","6.9","(X)","(X)","54.5","6.6","(X)","(X)","10.0","3.6","(X)","(X)","35.5","6.9","(X)","(X)","30.1","6.5","(X)","(X)","5.4","2.2","(X)","(X)","54.9","(X)","(X)","(X)","57.8","(X)","(X)","(X)","39.1","(X)","(X)","(X)",
"8600000US11414","ZCTA5 11414","10654","332","68374","7395","85.1","3.1","67110","6511","2.3","1.2","103315","32651","0.0","0.3","-","**","3.3","1.5","(X)","(X)","0.0","0.3","-","**","7.9","2.6","72940","32714","1.4","0.9","83077","41981","18.2","3.5","65469","22500","75.4","3.6","68008","6460","0.5","0.7","-","**","26.3","4.2","81581","10178","42.0","3.7","79692","11136","31.2","3.8","46360","8657","7900","403","83036","6053","35.1","4.6","90567","11652","64.9","4.6","78202","9165","70.1","4.0","91436","7268","20.3","3.5","49487","33899","9.7","2.9","72647","31093","2754","335","34017","8439","68.7","6.6","(X)","(X)","62.2","7.5","(X)","(X)","6.5","3.6","(X)","(X)","31.3","6.6","(X)","(X)","27.3","5.8","(X)","(X)","4.0","4.5","(X)","(X)","47.0","(X)","(X)","(X)","49.2","(X)","(X)","(X)","40.8","(X)","(X)","(X)",
